시도,구군,평균
서울특별시,종로구,0.922
서울특별시,중구,0.6742
서울특별시,용산구,0.5898
서울특별시,성동구,0.4794
서울특별시,광진구,0.6373
서울특별시,동대문구,0.6024
서울특별시,중랑구,0.5225
서울특별시,성북구,0.4177
서울특별시,강북구,0.3987
서울특별시,도봉구,0.4683
서울특별시,노원구,0.4783
서울특별시,은평구,0.3925
서울특별시,서대문구,0.8437
서울특별시,마포구,0.5414
서울특별시,양천구,0.6074
서울특별시,강서구,0.3309
서울특별시,구로구,0.5995
서울특별시,금천구,0.4905
서울특별시,영등포구,0.7313
서울특별시,동작구,0.336
서울특별시,관악구,0.5065
서울특별시,서초구,0.6763
서울특별시,강남구,0.6171
서울특별시,송파구,0.6596
서울특별시,강동구,0.715
