시도,구군,평균
충청북도,충주시,0.3098
충청북도,제천시,0.3005
충청북도,청주시,0.4418
충청북도,보은군,0.4248
충청북도,옥천군,0.6798
충청북도,영동군,0.5451
충청북도,진천군,0.2458
충청북도,괴산군,0.4389
충청북도,음성군,0.3402
충청북도,단양군,0.447
충청북도,증평군,0.238
