시도,구군,평균
경상북도,포항시,0.3855
경상북도,경주시,0.3539
경상북도,김천시,0.3326
경상북도,안동시,0.4155
경상북도,구미시,0.0585
경상북도,영주시,0.2906
경상북도,영천시,0.3744
경상북도,상주시,0.4055
경상북도,문경시,0.3052
경상북도,경산시,0.4052
경상북도,군위군,0.0055
경상북도,의성군,0.2237
경상북도,청송군,0.0907
경상북도,영양군,0.0987
경상북도,영덕군,0.3655
경상북도,청도군,0.3591
경상북도,고령군,
경상북도,성주군,0.5303
경상북도,칠곡군,0.2622
경상북도,예천군,0.1455
경상북도,봉화군,0.1613
경상북도,울진군,0.0535
경상북도,울릉군,0.1876
