시도,구군,평균
충청남도,천안시,0.5588
충청남도,공주시,0.589
충청남도,보령시,0.1333
충청남도,아산시,0.3894
충청남도,서산시,0.1287
충청남도,논산시,0.6328
충청남도,계룡시,0.4171
충청남도,당진시,0.0066
충청남도,금산군,0.4979
충청남도,부여군,0.4912
충청남도,서천군,0.312
충청남도,청양군,0.2275
충청남도,홍성군,0.4667
충청남도,예산군,0.249
충청남도,태안군,0.1115
