시도,구군,평균
인천광역시,중구,0.5908
인천광역시,동구,0.4211
인천광역시,연수구,0.3239
인천광역시,남동구,0.3139
인천광역시,부평구,0.258
인천광역시,계양구,0.4128
인천광역시,서구,0.2295
인천광역시,미추홀구,0.3222
인천광역시,강화군,0.3468
인천광역시,옹진군,0.1772
