시도,구군,평균
경상남도,진주시,0.4732
경상남도,통영시,0.2398
경상남도,사천시,0.3079
경상남도,김해시,0.2019
경상남도,밀양시,0.2676
경상남도,거제시,0.1163
경상남도,양산시,0.5265
경상남도,창원시,0.2656
경상남도,의령군,0.4545
경상남도,함안군,0.304
경상남도,창녕군,0.6022
경상남도,고성군,0.4364
경상남도,남해군,0.2455
경상남도,하동군,0.2093
경상남도,산청군,0.3469
경상남도,함양군,0.2036
경상남도,거창군,0.215
경상남도,합천군,0.2128
