시도,구군,평균
부산광역시,중구,0.8268
부산광역시,서구,0.8836
부산광역시,동구,0.6041
부산광역시,영도구,0.4181
부산광역시,부산진구,0.5989
부산광역시,동래구,0.7246
부산광역시,남구,0.4537
부산광역시,북구,0.4344
부산광역시,해운대구,0.3278
부산광역시,사하구,0.361
부산광역시,금정구,0.5716
부산광역시,강서구,0.07
부산광역시,연제구,0.4166
부산광역시,수영구,0.561
부산광역시,사상구,0.5559
부산광역시,기장군,0.3824
