income,cost,label
2566089,7935756156,2
2672553,7079902712,2
2519103,7935192412,2
2700322,10689481504,1
2935933,7588403485,2
2873158,5903661355,2
2395714,6218934738,2
2323310,5015499802,0
2616962,11414163814,1
2500578,12544128642,3
3488850,6548666683,2
2691220,10681095594,1
2756698,10010639330,1
2451413,14055095943,3
2368907,6898602966,2
2479943,12987780097,3
2452141,8691995038,1
2373123,7575045071,2
2515346,6797417165,2
2735948,11049961848,1
2527581,11794836559,3
2498200,13147800080,3
2515807,11845901652,3
2526928,14876596363,3
2495028,13413673930,3
2432172,12539055817,3
2701602,14154647730,3
2376771,2919106865,0
2508001,13820106622,3
2622257,9241403625,1
2480119,10217150489,1
2582599,12870743393,3
2439693,10480102168,1
2559006,10990521380,1
2693703,10778285937,1
2349023,10950398275,1
2415496,9815978102,1
2555663,10185630041,1
2914188,7955571980,2
2845965,5986196032,2
2462572,10246196062,1
3072620,5369322908,0
3262942,11604103070,3
3092160,4895030879,0
2639890,12138972734,3
2666694,10554424260,1
3387835,4250110840,0
3323665,9976632601,1
2307268,7680997846,2
2548084,6971274944,2
2160451,5858104174,2
2364467,3536024145,0
2292998,8581159470,1
2465162,9514150601,1
3199317,5148471382,0
2302035,7673829773,2
2749423,3976360443,0
2484237,1733011768,0
2704276,5708713980,2
2517239,4835237990,0
2250097,5991656942,2
2326343,6225893313,2
2297386,8711602698,1
2350729,7048446619,2
2423742,10036200007,1
2646029,9351994369,1
2278252,7775730091,2
2139300,8087587004,2
2087009,8862501767,1
2189962,8454364263,1
2241449,8052952168,2
3534080,6885040479,2
2369684,9627491301,1
2477596,6612092745,2
2196308,5319206911,0
2441120,7314316657,2
2340872,7129918692,2
2335238,6573931580,2
2504031,7208430926,2
2454976,6783388205,2
2318527,9656496268,1
2285564,9039075202,1
2314466,7300088730,2
2307342,7411458826,2
2689044,5773514465,2
2281246,8322237355,1
2277118,7674797005,2
2341668,8707392419,1
2275479,6998631968,2
2316724,9492954457,1
2276105,10714198196,1
2209404,9637259269,1
2203002,9206557367,1
2720520,11633723492,3
3148925,10689489873,1
2896508,8034245550,2
3592888,6761993344,2
2246755,9134388112,1
2302303,5652784720,2
2223312,1907507869,0
2350767,7833137161,2
2335018,7451255425,2
2272884,8558079736,1
2322882,6130428568,2
3014180,4411984194,0
2321408,6798966480,2
2316415,5361301795,0
2309267,7519408394,2
2604019,7549638046,2
2438501,9607070673,1
2282889,4599058672,0
3045859,5719714953,2
3136207,8687603419,1
2886237,7328829663,2
3524235,4871675314,0
3290302,5754667784,2
2261425,4990512357,0
3153490,4871061260,0
3109195,4476053529,0
3209184,7192008898,2
3122064,4179313994,0
3342385,6844022285,2
3765758,7179231130,2
3306615,7667980782,2
3077559,9085937371,1
2741190,1743401823,0
3345443,11842475922,3
3322382,6179246740,2
2425064,5235197988,0
2768888,4803914725,0
2851913,6761967209,2
2758986,4728077231,0
3194983,4167300396,0
2867518,1500715920,0
2513683,6335985381,2
2881149,4434438904,0
2935468,7689974485,2
2979270,7023642075,2
2969562,5076454434,0
2583039,7524520794,2
3291200,8799754858,1
2359746,6107318140,2
2878125,4829642718,0
4187550,9580987503,1
3348048,5129695265,0
2907797,4289020301,0
3159459,4051432058,0
2737648,4142147520,0
3081618,5780227845,2
2817870,5504916730,0
2741053,7277801431,2
3194681,10228728551,1
2726080,2532828056,0
3090196,2962504513,0
3194512,5968034625,2
3758906,5595291909,2
3805586,7536524907,2
2898199,4853555020,0
2559794,5172840035,0
2306878,6044000852,2
2686754,7061453433,2
2268890,5304063865,0
2485000,4748161149,0
4378179,6650185286,2
2368738,6761107745,2
2283527,6547909529,2
2486285,7363546360,2
2340860,5371486967,0
2210678,7986901797,2
3199488,8639613719,1
2406430,8111423837,2
2558367,7585505558,2
2932480,10045482748,1
2201691,8013530951,2
2526455,9309615352,1
2416569,7944748097,2
2343259,11300389668,1
2261724,8939550281,1
2248684,7406297437,2
2310999,7117521386,2
2315038,8252083762,2
2351597,6231760978,2
2569326,7425408928,2
2418605,6253778344,2
2460517,4816915850,0
2158990,7817972864,2
2721085,7572535726,2
2683357,13249089647,3
2460725,6154364320,2
2299008,7624294145,2
2256704,5858169155,2
2274477,8212252117,2
2502755,9625891157,1
2468439,9057401174,1
2550618,11078028573,1
2309951,8486489345,1
2290810,10163724871,1
2564369,6065994828,2
2752332,10293965875,1
2996916,5357739455,0
2253801,12180559271,3
2308826,9546132596,1
2354331,8754713324,1
2408504,7732423082,2
2795533,4934875933,0
2362910,5720945437,2
2904614,5520861234,0
2941948,6297501863,2
2596893,6597520357,2
2675360,6157546524,2
2483044,10907039209,1
2773364,4690848847,0
2574122,5078844729,0
2523093,4954569780,0
3108558,7867509418,2
2811191,5718602350,2
3376122,3202139403,0
2863525,3941004606,0
2742807,5773974384,2
2811314,8509666600,1
3134752,8272776909,2
2576310,6341404631,2
2709078,6100694585,2
2531176,8081476487,2
2463407,6971070384,2
3105562,6653590482,2
3153572,7509971353,2
2740052,9353665227,1
2519277,7482431175,2
2859564,6526919393,2
2819722,8000200925,2
2745113,7501923026,2
2898939,3123837309,0
2437884,4169018380,0
2448868,5955044161,2
3756541,7524436328,2
2576176,6391100440,2
2438562,6771058009,2
3387293,8876614379,1
2790096,7262266757,2
3065896,6405549401,2
3139143,5034528290,0
3017979,6914231959,2
2992123,6128449847,2
2636541,5012964267,0
2523452,4144860813,0
3130071,8907430092,1
3273693,7168152577,2
2495016,9594725634,1
2572051,9752497797,1
2595890,5764069250,2
2807779,8349584821,1
2927461,9068484247,1
3375149,7154928142,2
3218928,5212000475,0
3083280,4560789087,0
3258530,3573145954,0
2611461,13124293683,3
2599576,11559947366,3
2640085,10558689122,1
3727546,7688917229,2
2515780,11005779870,1
2693269,10055180575,1
2566074,9683630751,1
2778159,11807466447,3
2821928,9588090779,1
2776952,9085940508,1
2628513,10421221446,1
2517020,11687993850,3
4746686,6618378677,2
3652233,11600318027,3
2829209,8816907418,1
2891710,8173075430,2
2953824,10807492276,1
2378047,7846311470,2
3040720,4667646422,0
2838701,8862951668,1
2877535,9401444233,1
2892367,8966915653,1
2795539,5905920255,2
2945105,7683587529,2
2462018,7169229640,2
2887388,8897094701,1
4108834,7911186808,2
3717965,7958367598,2
2776356,9529430328,1
2623827,8248708955,2
2480489,10274073489,1
2443790,9132036491,1
2530724,6563876728,2
2423026,9016823168,1
2546104,13897077988,3
3304395,11817742477,3
2957323,9342369114,1
3069920,5895671471,2
2977635,7559443795,2
2539616,4225508285,0
2561029,7261680348,2
4751908,7581219411,2
4620727,8146574416,2
2803181,7190245719,2
3234606,10515193639,1
2645519,6214714008,2
2523277,8575512102,1
3352306,6525255087,2
3603061,7265269499,2
2750674,5635378292,2
3661372,8008592388,2
3199644,5976180478,2
3449069,5451332623,0
2669524,5010283664,0
3947699,3785933088,0
2586113,5077573258,0
2460490,4365645487,0
3496538,5477943713,0
3018717,4231426691,0
2589212,5305643123,0
3804064,7125305785,2
2642530,7833619800,2
3425519,4014582539,0
3224395,6313263897,2
3325482,4269407323,0
2650711,3978927607,0
3631901,9447584665,1
2617564,5522166292,0
2769418,5722138333,2
3884979,6964600701,2
4470526,11591105658,3
3265952,3434128935,0
2952692,6495833160,2
3331302,4719403859,0
2912386,6021127490,2
3232237,5258602745,0
2937384,7236601248,2
3890789,8963827045,1
3663046,9348115897,1
4205007,7075620607,2
3009768,9067723789,1
3789685,7995648478,2
3207813,6341866784,2
5439498,4066695872,0
2730926,1918369874,0
3702411,3588645493,0
4525755,3198277026,0
4080425,2458091405,0
4380554,2540185974,0
4281805,1356810878,0
3255520,9040558589,1
3410627,6264787008,2
2553299,10773207325,1
2635933,7024475386,2
2821089,5490060748,0
2713268,8301857273,2
3653698,5641108919,2
3328476,6840369187,2
3632170,4980329691,0
3921745,6215665781,2
3662148,6764479898,2
3054598,5936341339,2
3722659,6422081280,2
2499464,7580706662,2
2985003,7032920847,2
2839948,9048269527,1
2683128,6674545737,2
2815549,5562337570,0
2880715,5053013605,0
4793459,7796297901,2
3447944,7701378212,2
2936641,8857179293,1
3609392,5338560269,0
3033694,4689418581,0
3024203,3565004222,0
2786172,3520038924,0
3293885,4536744670,0
2984947,2619535758,0
3668499,9548893347,1
4042484,4311810210,0
2701906,3091333717,0
3267426,3783800301,0
4125748,3463387586,0
4277446,4276039474,0
3798898,8214337604,2
3112365,7030495001,2
2600850,4828688692,0
3161203,459350217,0
3226199,254112628,0
2818696,8115251328,2
2679517,6037950925,2
2774202,8210476843,2
2740123,10468252289,1
3404823,9438668366,1
2734862,4944327120,0
3175716,6651846997,2
3382227,8597513693,1
2920469,6410878245,2
3992089,7161487531,2
3822646,6163346308,2
4305461,4952192967,0
4633493,4669857011,0
3928861,6256333436,2
2140030,6891394154,2
2375075,5810657073,2
2097276,5001005588,0
3681332,4824806719,0
2581851,6908756805,2
2509017,8271557690,2
2684377,4375750127,0
2372067,1594359510,0
3538345,3774386061,0
2860466,4650949950,0
2811921,2513981748,0
2814032,2388483645,0
3402337,3992841090,0
2527850,6504166646,2
3710817,3282363665,0
3718718,1591639020,0
3828450,1658779980,0
3650015,1761379380,0
3677904,2484588424,0
3965705,2863576910,0
2907701,4102218596,0
2880367,2991833296,0
3201909,5855478404,2
3499206,2919926269,0
2836071,12120296344,3
3139104,8976116500,1
2739189,6175425196,2
2553635,1609692543,0
3019298,10437230074,1
3052890,10369642338,1
3159438,14716607079,3
3199831,11061346167,1
2877374,12385543428,3
2524414,13184559810,3
2707223,9633724210,1
3156549,15291679008,3
2500603,13441191060,3
2572262,7589354256,2
2870383,6510829966,2
2837921,7490772472,2
3018543,5548362683,0
3736838,7172329900,2
3248621,10877531699,1
2827340,12662514536,3
2934810,10802348209,1
2660022,12063332168,3
2781842,12904029822,3
2671060,8992675554,1
3046359,14480332073,3
2861227,16791123933,3
3434613,8636080173,1
3336286,9606744620,1
3018720,2933191829,0
3309156,10526122568,1
3153238,9365327952,1
2870272,10924319992,1
2529505,11099649452,1
3185240,10756042645,1
4009468,7014592725,2
2383824,1589131037,0
4478773,4974821603,0
2429708,13812455268,3
2494586,12631883158,3
2423355,11319059862,1
4851104,5912488503,2
3082700,6063189355,2
2791487,11939687987,3
2943452,8573806932,1
2716029,6083461684,2
4004223,10055757211,1
3616730,8120492271,2
2989114,14152982430,3
4625746,9668197057,1
4435796,8118011561,2
3334649,9645918635,1
3762612,8301455441,2
3727546,8570559026,1
3557427,8847985238,1
3485655,11853230500,3
3853742,11526565558,3
4215581,20640818847,3
2986851,13503440736,3
3489168,13078601989,3
3012998,13614831766,3
3052593,9859612112,1
3139392,9067785141,1
3867956,13860411050,3
2924911,13696878103,3
2735129,14059110160,3
3573074,16201663613,3
2910626,13406284450,3
4501316,13673396557,3
2327583,8724842504,1
3938278,8525158080,1
2367896,7384746179,2
5320387,8788276314,1
3003326,8781540783,1
4869344,9185644702,1
3755406,4708027546,0
4100281,2612255426,0
4045071,8839001084,1
3901568,9641993019,1
5262886,8913755378,1
5276821,6264551707,2
4732007,11439650731,1
4887111,6086578929,2
4735936,3047452374,0
4468220,5544731588,0
4175135,4774112036,0
5369196,10225160103,1
4448343,7626669892,2
4065736,10573001959,1
4438755,11759814916,3
5661695,9409730349,1
5549902,10359068222,1
6144601,9194537547,1
4696005,5680215910,2
4934941,10645489049,1
3826559,7106673143,2
4616979,7301190589,2
4115173,9892418836,1
3663125,7747436447,2
5244516,8311666776,2
5237676,5810420948,2
5398900,5179621421,0
3849370,4068741274,0
3484254,3861936674,0
3606287,4199504833,0
3368352,4044283859,0
3280457,4274811078,0
4859073,12627232965,3
3279250,5295862292,0
4484028,9679416119,1
4205994,7128896662,2
3819567,8651138109,1
3353323,4169407503,0
3448694,5722145244,2
2850106,7321525326,2
3094788,9430459063,1
3128688,6263152067,2
3471094,6110136815,2
5242764,10570606653,1
5059889,3209948894,0
3187517,4897891607,0
3188001,6506530917,2
3224083,7255734985,2
3945257,4346153202,0
3632767,7784559736,2
2934348,8203911483,2
4773284,10318178760,1
4042735,8665932968,1
5104595,6503975785,2
5147184,5214274341,0
3833899,8817633063,1
3674563,10294052537,1
3337508,8151725440,2
3589844,11141515166,1
3326267,11321567614,1
3303431,7389293277,2
4589212,10828981523,1
3409913,12895060739,3
5615218,8554854717,1
3936968,10394425545,1
4442022,10248085425,1
3869449,9235129596,1
3539983,9471434045,1
2765866,8067308571,2
4891199,5008360250,0
5177974,6381291044,2
5389472,6549977158,2
5304650,8134110014,2
4076481,9607446816,1
4197007,7594751373,2
4509446,5206108232,0
3749202,7279297605,2
3337075,4394869728,0
3702587,6256456770,2
3165684,9345709828,1
3263858,7920352861,2
4940474,6334377247,2
4429381,9590266689,1
4040090,11423538160,1
3676030,6930404935,2
3256821,8597027035,1
4956161,5030757740,0
4810117,6437682010,2
4633351,6352002701,2
6402479,8440173478,1
3303154,5998992280,2
3898124,6708120225,2
3828301,3415873012,0
2557523,9301945827,1
2392224,5834616162,2
2354224,5135963332,0
2654455,6281743462,2
2292760,11953691545,3
2293626,10652595099,1
2932368,12401292270,3
2631352,9118227933,1
3645555,12078980967,3
2733648,10323640938,1
2631378,8780650665,1
2672633,13326247708,3
2767988,11320848045,1
2510288,7459350572,2
2586157,11206868282,1
2783110,8166029597,2
2715349,9546895844,1
2798152,11204214519,1
3127323,9910773742,1
2655985,10306297741,1
2438888,9000055514,1
2466127,6280001216,2
2417491,9329643020,1
2446276,10450573960,1
2362861,8141032435,2
2335278,8831521108,1
2575167,11974671717,3
2636157,10139760793,1
2438268,12696281928,3
3453273,6798910884,2
2379072,10509954144,1
3161257,11868580323,3
2548766,12669567733,3
2330753,12180267403,3
2249879,9044807023,1
2235237,9888084672,1
2487210,8875829923,1
2406731,9293028901,1
2401393,7650317951,2
2747087,10647002602,1
3231745,7391329399,2
3111771,7285967169,2
2986943,10759837781,1
2792168,9629182126,1
2784722,6966515496,2
2411485,9087426456,1
2413155,9811770594,1
2418616,8942004919,1
2810282,8564694092,1
3210042,4314401774,0
2393723,10091030393,1
2417135,6935177091,2
2221001,8652562316,1
2324629,7057196249,2
2279378,5843459023,2
2758589,10507437275,1
2869645,10605789288,1
3262599,9199615843,1
2671032,11813020515,3
2463597,11210938138,1
3385327,9259805425,1
2863362,7988183546,2
2861755,8898859287,1
2971629,7875268920,2
3233752,3804619559,0
3925395,3948642565,0
2485188,6015056972,2
2731042,7733619371,2
3523619,9440689921,1
3892855,6626205420,2
2727894,8534495527,1
2907042,10220852394,1
2715411,6073807344,2
2700444,7498569472,2
2845837,7698457979,2
3192822,8265385430,2
2592839,10944661993,1
2584926,8425621584,1
3825495,3544659966,0
4240409,2351316875,0
4286738,3952998138,0
4373207,6511574655,2
3852723,13089954036,3
3397684,7527375818,2
3674159,9443075682,1
3558187,9207707941,1
2768465,10592812471,1
2945228,9303108852,1
3470663,5915536768,2
3174272,5573258007,2
3250574,6777613740,2
2792002,8385881469,1
3952793,7476458484,2
4388386,9136066552,1
2785935,10017596744,1
2801883,11801811654,3
2941287,8091992588,2
3480830,10867496548,1
3834319,6342238333,2
3364524,6218543906,2
2888665,9625907076,1
4159606,8992692537,1
4037101,9396175373,1
3794375,7471056575,2
3429739,8842407625,1
2836115,8626130396,1
2902481,9201492319,1
2503575,7937424676,2
2621334,13525863655,3
2770419,9298010825,1
2699579,11213510849,1
2437457,7407013525,2
2825474,6637828646,2
2865161,6270034758,2
3056798,6156920447,2
3591621,7257941285,2
3444511,8154688671,2
3540854,7146373564,2
3160688,4227960148,0
3604297,9096656924,1
2995996,3449245479,0
2765198,4506581592,0
3709130,3447437266,0
3619030,4112748551,0
3543456,6854903900,2
2665577,6659369809,2
3018109,6152079929,2
2596450,7722137994,2
2754716,6094676386,2
2544760,6207578565,2
3269486,5100379559,0
3497514,5142521844,0
3343625,5371863644,0
3236051,5025663952,0
2866379,7097492673,2
2380440,7204130000,2
2702129,8854463036,1
2725114,6328152553,2
2702402,5651171443,2
3180009,8707333346,1
3150500,8057005923,2
3049848,8244012825,2
2324365,5720866903,2
3774844,4989862671,0
3314353,9145320445,1
3010895,8326689691,1
2953301,4836762409,0
2609150,6244431064,2
2397401,6097330185,2
2689159,7656562668,2
2707301,8102558651,2
2697200,7165256855,2
4126162,6575558348,2
4205549,8270969976,2
4030329,7763743894,2
3632961,4388592406,0
3605780,6547813874,2
4021057,3222609338,0
3702358,3036243385,0
3830099,4106630464,0
2595913,5400282213,0
2244499,9600141633,1
2281207,10241988752,1
2958311,11415260932,1
3243048,4984480322,0
2327952,8619956970,1
2527520,4165486266,0
2486493,4401023950,0
2524366,8611729470,1
2444698,10527101179,1
2466723,9391911599,1
2349042,6306018268,2
2232270,6682557916,2
2391299,4815384320,0
2597096,5211130842,0
2693777,6383750046,2
2716173,10032258155,1
2234058,6144217055,2
2225465,8175634219,2
2189314,8286554391,2
2163385,7054540727,2
2457392,5111612914,0
2408321,7822582561,2
2732515,10670922476,1
2549486,8810469856,1
2429131,6681909087,2
2919399,1764501112,0
2358597,5683508992,2
2561768,8666221867,1
2533915,6971736050,2
3241907,5558647148,0
3151835,5715266541,2
2218152,6164852036,2
2671194,7375623127,2
4146900,5341149670,0
3623414,7505833647,2
2993400,3658185935,0
2419411,4284825275,0
2488161,5445003644,0
2702275,7522899822,2
2597790,8300969960,2
2500061,7610307759,2
2441705,9139642138,1
2638960,11121214562,1
3317520,6661932267,2
2795730,9476371860,1
2931504,9002104544,1
3855077,4175329847,0
3100363,6798703300,2
2887273,12533298587,3
2608896,6487763144,2
2448392,14578244271,3
2244850,9504630504,1
2639350,7719993171,2
2516091,4992577782,0
2366422,5073230190,0
2541715,7780131962,2
2226260,6119040173,2
3392290,8168258109,2
2671773,6792651540,2
2604402,7096638197,2
2596376,7587930351,2
2646819,7565209472,2
2985230,5051945193,0
2660729,7942431601,2
2598479,6215419500,2
2577443,8214415389,2
2513366,7388124049,2
3173641,8611358288,1
3453226,8334081986,1
3444608,9903260683,1
2655790,5223018036,0
2549834,12424695902,3
2419259,11992937441,3
2476214,10803783993,1
3419621,8164545127,2
3373570,6919163012,2
2452831,9615264428,1
3264282,14112498763,3
2405984,13794017691,3
2563121,11564674790,3
3131222,11731959526,3
2347522,13912346929,3
2446595,11718245664,3
2441235,13798051539,3
3215380,10009591772,1
4087418,9076593994,1
4124523,9631515040,1
3648426,2829327829,0
3235522,6977089835,2
2910718,10903437914,1
2879581,10607234766,1
2726305,10684679490,1
3259015,3681943510,0
2891683,8115826430,2
2453930,10438202941,1
2885053,9024106186,1
2875297,7899024506,2
3366384,7438509918,2
2484983,11291988433,1
3003176,5665406575,2
2417866,15943709862,3
2479406,10307208086,1
2962586,6040481019,2
3594668,10290282967,1
4101954,11484455933,1
3449656,10985747962,1
3232535,7722342129,2
3432699,5644683860,2
4474698,4141531901,0
2809920,8554340070,1
2363484,12038042566,3
2385588,12457216984,3
2403413,16363257072,3
2493773,13370556128,3
2657665,6520495548,2
2610962,10011913142,1
2488332,13989206093,3
2414055,12363267973,3
2475652,14322583389,3
2545476,13667275567,3
3038045,9737328551,1
3094230,11384983399,1
3709601,11811112023,3
4134162,7273548185,2
2473746,10827876159,1
2506183,14132146281,3
2449792,20564269880,3
2492374,15099820706,3
2505323,22965248699,3
2481539,15675537922,3
2441657,18256301475,3
2264825,6587426001,2
2713364,5299553523,0
2369887,5601587814,2
2474134,9022942889,1
2545589,11147829219,1
2785163,7337932357,2
2787479,9159900360,1
3952783,7225832277,2
4416804,6535279967,2
3886402,6785644121,2
3020076,9819778446,1
3357703,7433157077,2
2584381,9736683854,1
2546314,9122686318,1
2857511,11393231249,1
2446252,9854748981,1
2839620,7628544466,2
2528492,8896084937,1
4594979,10538065187,1
5084334,8148775777,2
4515115,9408292523,1
4193805,7660787389,2
3157068,12656623783,3
3624615,9039608706,1
3129691,9823833897,1
2849847,11953122131,3
3591048,10820710123,1
3292180,2973664241,0
2769193,11114307381,1
3589805,8709374540,1
2943239,8023845818,2
5172310,6087068447,2
5347571,10420226318,1
3602200,5151027140,0
3425107,4004198309,0
2957174,6105406393,2
2405975,7817088279,2
2246924,6552341101,2
2155049,6179054191,2
2373663,9974926363,1
2214491,10819343100,1
2252085,10379908633,1
2341973,8028270979,2
2394634,11435821428,1
2067794,4108877737,0
3053035,10065756064,1
4887565,8208486551,2
3615114,7809096391,2
3359011,10449069400,1
3041335,10979966122,1
2831556,12166899840,3
2732356,9512898256,1
2850884,10284772312,1
2767725,10734478788,1
2896743,8984379554,1
3471255,5934811755,2
2746992,4262039822,0
2789982,4708507293,0
3423879,5652356328,2
3158623,8921706263,1
3963460,5847413345,2
4450131,4684563404,0
3693185,5531703330,0
3486360,5701634544,2
4233476,4565903187,0
4057791,5835130463,2
3223283,4819563138,0
2897153,11038024794,1
3026532,6297122823,2
2837168,10603197061,1
2959035,8465512138,1
4330452,8050502095,2
2953843,9450984441,1
3304646,8065589664,2
3393406,6158537211,2
2821139,12663547962,3
2791060,10477337118,1
3752284,9584063161,1
4474569,6279397314,2
4788303,8633496955,1
4669377,6164012372,2
3114534,6997466476,2
3044463,8149975912,2
3046501,6377537664,2
2948897,7557452215,2
2953182,8536399236,1
2869450,5489938755,0
3606722,9140973266,1
4942324,6297199704,2
4517942,8452791353,1
4384291,10535577240,1
2581136,4885811837,0
2919139,7195785216,2
3822067,6602332994,2
3029392,5847903542,2
2762296,5343203513,0
3231420,4902622799,0
2957134,6807964467,2
4827662,3173683838,0
4381413,4134665933,0
3786300,6635743275,2
2699938,7608031637,2
2835444,15607051719,3
2897635,10986212621,1
3000437,8270640157,2
2489933,11408630373,1
3216876,5310549338,0
3005340,5736771198,2
3812118,7498772859,2
3028772,8119719737,2
3301739,8991817471,1
3334056,5823866594,2
3080858,6749832951,2
3955860,14220865201,3
2479801,8049789454,2
4085650,9139250518,1
3859937,10503736568,1
2345879,9190848348,1
2424761,9487186905,1
2811205,8990225050,1
2512961,9521868854,1
2500994,14107302604,3
2547596,14738447697,3
3074023,8015443400,2
2669379,6759915294,2
2664866,6042490361,2
2527259,13901794237,3
2566089,7935756156,2
2672553,7079902712,2
2519103,7935192412,2
2700322,10689481504,1
2935933,7588403485,2
2873158,5903661355,2
2395714,6218934738,2
2323310,5015499802,0
2616962,11414163814,1
2500578,12544128642,3
3488850,6548666683,2
2691220,10681095594,1
2756698,10010639330,1
2451413,14055095943,3
2368907,6898602966,2
2479943,12987780097,3
2452141,8691995038,1
2373123,7575045071,2
2515346,6797417165,2
2735948,11049961848,1
2527581,11794836559,3
2498200,13147800080,3
2515807,11845901652,3
2526928,14876596363,3
2495028,13413673930,3
2432172,12539055817,3
2701602,14154647730,3
2376771,2919106865,0
2508001,13820106622,3
2622257,9241403625,1
2480119,10217150489,1
2582599,12870743393,3
2439693,10480102168,1
2559006,10990521380,1
2693703,10778285937,1
2349023,10950398275,1
2415496,9815978102,1
2555663,10185630041,1
2914188,7955571980,2
2845965,5986196032,2
2462572,10246196062,1
3072620,5369322908,0
3262942,11604103070,3
3092160,4895030879,0
2639890,12138972734,3
2666694,10554424260,1
3387835,4250110840,0
3323665,9976632601,1
2307268,7680997846,2
2548084,6971274944,2
2160451,5858104174,2
2364467,3536024145,0
2292998,8581159470,1
2465162,9514150601,1
3199317,5148471382,0
2302035,7673829773,2
2749423,3976360443,0
2484237,1733011768,0
2704276,5708713980,2
2517239,4835237990,0
2250097,5991656942,2
2326343,6225893313,2
2297386,8711602698,1
2350729,7048446619,2
2423742,10036200007,1
2646029,9351994369,1
2278252,7775730091,2
2139300,8087587004,2
2087009,8862501767,1
2189962,8454364263,1
2241449,8052952168,2
3534080,6885040479,2
2369684,9627491301,1
2477596,6612092745,2
2196308,5319206911,0
2441120,7314316657,2
2340872,7129918692,2
2335238,6573931580,2
2504031,7208430926,2
2454976,6783388205,2
2318527,9656496268,1
2285564,9039075202,1
2314466,7300088730,2
2307342,7411458826,2
2689044,5773514465,2
2281246,8322237355,1
2277118,7674797005,2
2341668,8707392419,1
2275479,6998631968,2
2316724,9492954457,1
2276105,10714198196,1
2209404,9637259269,1
2203002,9206557367,1
2720520,11633723492,3
3148925,10689489873,1
2896508,8034245550,2
3592888,6761993344,2
2246755,9134388112,1
2302303,5652784720,2
2223312,1907507869,0
2350767,7833137161,2
2335018,7451255425,2
2272884,8558079736,1
2322882,6130428568,2
3014180,4411984194,0
2321408,6798966480,2
2316415,5361301795,0
2309267,7519408394,2
2604019,7549638046,2
2438501,9607070673,1
2282889,4599058672,0
3045859,5719714953,2
3136207,8687603419,1
2886237,7328829663,2
3524235,4871675314,0
3290302,5754667784,2
2261425,4990512357,0
3153490,4871061260,0
3109195,4476053529,0
3209184,7192008898,2
3122064,4179313994,0
3342385,6844022285,2
3765758,7179231130,2
3306615,7667980782,2
3077559,9085937371,1
2741190,1743401823,0
3345443,11842475922,3
3322382,6179246740,2
2425064,5235197988,0
2768888,4803914725,0
2851913,6761967209,2
2758986,4728077231,0
3194983,4167300396,0
2867518,1500715920,0
2513683,6335985381,2
2881149,4434438904,0
2935468,7689974485,2
2979270,7023642075,2
2969562,5076454434,0
2583039,7524520794,2
3291200,8799754858,1
2359746,6107318140,2
2878125,4829642718,0
4187550,9580987503,1
3348048,5129695265,0
2907797,4289020301,0
3159459,4051432058,0
2737648,4142147520,0
3081618,5780227845,2
2817870,5504916730,0
2741053,7277801431,2
3194681,10228728551,1
2726080,2532828056,0
3090196,2962504513,0
3194512,5968034625,2
3758906,5595291909,2
3805586,7536524907,2
2898199,4853555020,0
2559794,5172840035,0
2306878,6044000852,2
2686754,7061453433,2
2268890,5304063865,0
2485000,4748161149,0
4378179,6650185286,2
2368738,6761107745,2
2283527,6547909529,2
2486285,7363546360,2
2340860,5371486967,0
2210678,7986901797,2
3199488,8639613719,1
2406430,8111423837,2
2558367,7585505558,2
2932480,10045482748,1
2201691,8013530951,2
2526455,9309615352,1
2416569,7944748097,2
2343259,11300389668,1
2261724,8939550281,1
2248684,7406297437,2
2310999,7117521386,2
2315038,8252083762,2
2351597,6231760978,2
2569326,7425408928,2
2418605,6253778344,2
2460517,4816915850,0
2158990,7817972864,2
2721085,7572535726,2
2683357,13249089647,3
2460725,6154364320,2
2299008,7624294145,2
2256704,5858169155,2
2274477,8212252117,2
2502755,9625891157,1
2468439,9057401174,1
2550618,11078028573,1
2309951,8486489345,1
2290810,10163724871,1
2564369,6065994828,2
2752332,10293965875,1
2996916,5357739455,0
2253801,12180559271,3
2308826,9546132596,1
2354331,8754713324,1
2408504,7732423082,2
2795533,4934875933,0
2362910,5720945437,2
2904614,5520861234,0
2941948,6297501863,2
2596893,6597520357,2
2675360,6157546524,2
2483044,10907039209,1
2773364,4690848847,0
2574122,5078844729,0
2523093,4954569780,0
3108558,7867509418,2
2811191,5718602350,2
3376122,3202139403,0
2863525,3941004606,0
2742807,5773974384,2
2811314,8509666600,1
3134752,8272776909,2
2576310,6341404631,2
2709078,6100694585,2
2531176,8081476487,2
2463407,6971070384,2
3105562,6653590482,2
3153572,7509971353,2
2740052,9353665227,1
2519277,7482431175,2
2859564,6526919393,2
2819722,8000200925,2
2745113,7501923026,2
2898939,3123837309,0
2437884,4169018380,0
2448868,5955044161,2
3756541,7524436328,2
2576176,6391100440,2
2438562,6771058009,2
3387293,8876614379,1
2790096,7262266757,2
3065896,6405549401,2
3139143,5034528290,0
3017979,6914231959,2
2992123,6128449847,2
2636541,5012964267,0
2523452,4144860813,0
3130071,8907430092,1
3273693,7168152577,2
2495016,9594725634,1
2572051,9752497797,1
2595890,5764069250,2
2807779,8349584821,1
2927461,9068484247,1
3375149,7154928142,2
3218928,5212000475,0
3083280,4560789087,0
3258530,3573145954,0
2611461,13124293683,3
2599576,11559947366,3
2640085,10558689122,1
3727546,7688917229,2
2515780,11005779870,1
